image_path,value
captured_images/capture_m30c_preview.png,-30
captured_images/capture_m19c.png,-19
captured_images/capture_m18c.png,-18
captured_images/capture_m10c_preview.png,-10
captured_images/capture_0c_preview.png,0
captured_images/capture_p5c.png,5
captured_images/capture_p10c_preview.png,10
captured_images/capture_0008.png,22
captured_images/capture_0007.png,18
captured_images/capture_0075.png,19
captured_images/capture_2026-04-03_15-46-04.png,19
captured_images/capture_p20c_preview.png,20
captured_images/capture_p30c.png,30
captured_images/capture_2026-04-03_13-48-34.png,30
captured_images/capture_p35c_preview.png,35
captured_images/capture_p45c.png,45
captured_images/capture_2026-04-03_08-20-49.png,45
captured_images/capture_0073.png,46
captured_images/capture_p50c_preview.png,50
captured_images/today_converted/capture_2026-04-09_06-41-57.png,30
captured_images/today_converted/capture_2026-04-09_06-50-28.png,30
captured_images/today_converted/capture_2026-04-09_06-51-13.png,30
captured_images/capture_p20.jpg,20
captured_images/capture_p35c.jpg,35
captured_images/capture_p15c.jpg,15
captured_images/capture_m10c.jpg,-10
captured_images/capture_m25c.jpg,-25
captured_images/capture_p42c.jpg,42
captured_images/capture_p25c.jpg,25
captured_images/capture_p30c.jpg,30
captured_images/capture_p31c.jpg,31
captured_images/capture_2026-04-22_07-15-36.png,28
captured_images/capture_2026-04-22_07-16-50.png,28
captured_images/capture_2026-04-22_07-18-03.png,28
captured_images/capture_2026-04-22_07-19-17.png,28
captured_images/capture_2026-04-22_07-20-31.png,28
captured_images/capture_2026-04-22_07-21-44.png,28
captured_images/capture_2026-04-22_07-22-58.png,28
captured_images/capture_2026-04-22_07-24-43.png,28
captured_images/capture_2026-04-22_07-25-57.png,28
captured_images/capture_2026-04-22_07-27-11.png,28
captured_images/capture_2026-04-22_07-28-25.png,28
captured_images/capture_2026-04-22_07-29-38.png,28
captured_images/capture_2026-04-22_07-30-52.png,28
captured_images/capture_2026-04-22_07-32-06.png,28
captured_images/capture_2026-04-22_07-33-19.png,28
captured_images/capture_2026-04-22_07-33-52.png,28
captured_images/capture_2026-04-22_07-35-06.png,28
captured_images/capture_2026-04-22_07-36-19.png,28
captured_images/capture_2026-04-22_07-37-33.png,28
captured_images/capture_2026-04-22_07-38-47.png,28
captured_images/capture_2026-04-22_07-40-01.png,28
captured_images/capture_2026-04-22_07-41-14.png,28
captured_images/capture_2026-04-22_07-42-17.png,28
captured_images/capture_2026-04-22_07-43-30.png,28
captured_images/capture_2026-04-22_07-44-43.png,28
captured_images/capture_2026-04-22_07-45-57.png,28
